id_client,region,sexe,age,revenu_estime_gnf,anciennete_mois,type_abonnement,forfait_international,messagerie_vocale,recharge_mensuelle_moy_gnf,moyen_paiement,minutes_jour,minutes_nuit,minutes_internationales,donnees_mo,nombre_sms,appels_service_client,pannes_signalees_30j,retard_paiement_jours,retour_client,resiliation
CLI03839,Boké,Femme,38,769000,47,Postpayé,Non,Oui,37000,Orange Money,163,48,1,3280,5,1,1,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI03840,Faranah,Homme,20,926000,23,Prépayé,Oui,Non,80000,Orange Money,149,94,28,1990,34,1,1,3,Tres decu par la qualite du reseau en ce moment.,Oui
CLI03841,Faranah,Homme,20,1740000,20,Prépayé,Non,Oui,147000,Espèces,169,78,0,2435,8,1,3,1,"Utilisation standard, pas de souci majeur.",Oui
CLI03842,Boké,Homme,35,682000,30,Prépayé,Non,Non,57000,Espèces,183,102,6,1460,17,0,3,10,Content de la couverture reseau dans ma zone.,Non
CLI03843,Kindia,Femme,18,1208000,18,Postpayé,Non,Non,71000,Orange Money,243,56,1,3280,19,0,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI03844,Conakry,Homme,43,492000,26,Prépayé,Non,Non,37000,Orange Money,109,81,0,1794,92,0,3,3,Le service client ne repond jamais rapidement.,Oui
CLI03845,Conakry,Homme,33,471000,15,Prépayé,Non,Non,22000,Orange Money,221,202,1,2540,59,2,1,11,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI03846,Boké,Femme,24,300000,8,Postpayé,Non,Oui,26000,Orange Money,183,125,10,2246,13,1,1,0,Rien de particulier a signaler.,Non
CLI03847,Conakry,Homme,44,643000,39,Illimité,Non,Oui,38000,Orange Money,165,56,4,913,43,1,0,21,Service client reactif et efficace.,Non
CLI03848,Kindia,Homme,33,300000,14,Postpayé,Oui,Oui,24000,Espèces,186,77,21,1448,59,4,0,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI03849,N'Zérékoré,Femme,26,1085000,8,Prépayé,Non,Oui,73000,Espèces,246,88,4,1668,53,2,1,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI03850,Mamou,Homme,57,452000,12,Postpayé,Non,Non,35000,Carte bancaire,233,157,13,2934,12,1,1,2,Le service client ne repond jamais rapidement.,Oui
CLI03851,Kindia,Homme,33,387000,21,Prépayé,Oui,Oui,22000,Virement bancaire,109,36,56,3328,59,0,1,9,"Bon rapport qualite prix, je recommande.",Non
CLI03852,N'Zérékoré,Homme,34,912000,33,Postpayé,Non,Non,67000,Espèces,240,85,5,2956,28,2,0,1,Rien de particulier a signaler.,Non
CLI03853,N'Zérékoré,Homme,37,802000,17,Prépayé,Non,Oui,42000,Carte bancaire,193,98,1,4189,34,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI03854,Kankan,Homme,32,914000,26,Prépayé,Non,Oui,41000,Orange Money,177,47,2,3111,18,2,1,2,Le forfait ne correspond plus a mes besoins.,Oui
CLI03855,Kindia,Femme,39,620000,23,Prépayé,Non,Oui,40000,Orange Money,143,86,0,1465,13,3,1,0,Offres interessantes et service fiable.,Non
CLI03856,Kankan,Femme,28,1548000,96,Prépayé,Oui,Oui,131000,Orange Money,150,74,95,3479,1,0,3,0,"Bon rapport qualite prix, je recommande.",Non
CLI03857,Kankan,Homme,43,1455000,51,Prépayé,Non,Oui,81000,Orange Money,178,25,1,2313,48,2,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI03858,Mamou,Femme,35,886000,4,Postpayé,Non,Non,35000,Espèces,56,99,3,2411,4,2,1,0,Service client reactif et efficace.,Non
CLI03859,Boké,Homme,35,442000,9,Prépayé,Non,Non,17000,Espèces,202,98,8,1803,8,1,0,0,Content de la couverture reseau dans ma zone.,Non
CLI03860,Conakry,Femme,44,1091000,12,Prépayé,Oui,Non,60000,Orange Money,157,63,38,1840,14,0,2,0,Aucun probleme depuis mon inscription.,Non
CLI03861,Conakry,Femme,21,1623000,38,Prépayé,Non,Non,89000,Espèces,219,87,3,3017,10,2,1,4,Trop de coupures de reseau ces derniers temps.,Oui
CLI03862,Labé,Femme,33,1142000,8,Postpayé,Non,Non,52000,Orange Money,244,74,1,1884,38,3,0,7,Trop cher par rapport a la qualite recue.,Oui
CLI03863,Boké,Femme,41,588000,73,Postpayé,Non,Non,46000,Virement bancaire,141,93,5,2610,3,1,0,0,Offres interessantes et service fiable.,Non
CLI03864,Boké,Homme,44,456000,34,Postpayé,Non,Oui,22000,Orange Money,248,99,1,2548,3,2,1,13,Service correct dans l'ensemble.,Oui
CLI03865,Kankan,Homme,31,1019000,21,Postpayé,Oui,Non,68000,Espèces,235,91,69,1174,4,0,0,1,Rien de particulier a signaler.,Non
CLI03866,Conakry,Homme,27,598000,63,Prépayé,Non,Non,28000,Espèces,184,94,3,3669,9,1,1,8,Service correct dans l'ensemble.,Non
CLI03867,Conakry,Femme,43,624000,6,Postpayé,Non,Oui,25000,Espèces,281,95,7,1188,5,1,2,1,"Utilisation standard, pas de souci majeur.",Non
CLI03868,Conakry,Femme,18,501000,79,Prépayé,Non,Oui,44000,Carte bancaire,176,55,1,3754,11,3,0,2,"Utilisation standard, pas de souci majeur.",Oui
CLI03869,Labé,Homme,45,312000,96,Prépayé,Non,Non,10000,Orange Money,130,149,1,2977,38,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI03870,Conakry,Homme,18,750000,7,Illimité,Non,Non,59000,Orange Money,150,84,1,3821,170,1,1,0,Service correct dans l'ensemble.,Non
CLI03871,Kindia,Femme,22,724000,4,Illimité,Non,Oui,34000,Orange Money,116,107,0,1744,17,0,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI03872,Conakry,Homme,44,960000,5,Postpayé,Non,Non,49000,Orange Money,284,101,6,2202,5,1,0,1,"Bon rapport qualite prix, je recommande.",Non
CLI03873,Conakry,Femme,33,300000,24,Postpayé,Non,Oui,11000,Orange Money,250,127,5,2452,1,0,0,13,Content de la couverture reseau dans ma zone.,Non
CLI03874,N'Zérékoré,Homme,24,926000,10,Prépayé,Oui,Non,46000,Orange Money,170,112,59,2630,23,2,0,0,Rien de particulier a signaler.,Non
CLI03875,Kindia,Femme,47,434000,24,Illimité,Non,Oui,38000,Orange Money,155,53,4,2466,5,0,1,8,Rien de particulier a signaler.,Oui
CLI03876,N'Zérékoré,Femme,37,398000,9,Postpayé,Non,Oui,21000,Espèces,145,122,1,4164,19,1,0,0,Content de la couverture reseau dans ma zone.,Non
CLI03877,Boké,Femme,27,433000,51,Postpayé,Non,Non,19000,Orange Money,196,75,13,2011,8,4,0,0,Aucun probleme depuis mon inscription.,Non
CLI03878,N'Zérékoré,Femme,40,1451000,37,Prépayé,Non,Oui,63000,Orange Money,236,83,1,2530,2,1,0,0,Offres interessantes et service fiable.,Non
CLI03879,Conakry,Femme,38,766000,15,Illimité,Non,Non,34000,Virement bancaire,189,115,1,2610,84,1,0,15,Aucun probleme depuis mon inscription.,Non
CLI03880,Kindia,Homme,31,437000,36,Prépayé,Non,Non,20000,Orange Money,139,160,1,2818,1,1,0,0,Service client reactif et efficace.,Non
CLI03881,Conakry,Femme,42,1078000,92,Prépayé,Non,Oui,79000,Orange Money,214,89,1,3288,16,2,1,9,Aucun probleme depuis mon inscription.,Non
CLI03882,Faranah,Homme,39,957000,22,Prépayé,Non,Non,71000,Orange Money,177,71,1,3354,26,2,0,0,Rien de particulier a signaler.,Oui
CLI03883,Conakry,Homme,19,442000,1,Prépayé,Non,Non,38000,Carte bancaire,305,107,2,3314,9,4,1,0,Service client reactif et efficace.,Non
CLI03884,Labé,Homme,36,337000,31,Prépayé,Non,Non,24000,Espèces,92,159,1,3069,40,1,0,3,Aucun probleme depuis mon inscription.,Non
CLI03885,Conakry,Homme,37,1075000,16,Prépayé,Non,Oui,39000,Orange Money,189,92,3,724,27,3,3,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI03886,Conakry,Homme,39,1143000,2,Postpayé,Non,Oui,96000,Orange Money,185,116,0,3520,4,1,1,8,Rien de particulier a signaler.,Non
CLI03887,Kankan,Femme,24,445000,5,Postpayé,Non,Non,31000,Orange Money,116,66,0,4310,12,0,0,3,Service correct dans l'ensemble.,Non
CLI03888,Kankan,Homme,44,553000,33,Prépayé,Oui,Oui,41000,Espèces,264,106,33,3005,2,0,0,1,Service client reactif et efficace.,Non
CLI03889,Kankan,Femme,18,688000,73,Prépayé,Oui,Non,56000,Virement bancaire,152,77,51,4114,5,0,0,9,"Je pense changer d'operateur, trop de pannes.",Oui
CLI03890,N'Zérékoré,Homme,28,442000,43,Prépayé,Oui,Oui,19000,Orange Money,110,77,39,1185,34,3,0,1,"Bon rapport qualite prix, je recommande.",Non
CLI03891,Kankan,Femme,30,954000,2,Postpayé,Non,Non,56000,Orange Money,253,94,9,1461,0,0,0,5,Rien de particulier a signaler.,Non
CLI03892,Conakry,Femme,34,681000,34,Prépayé,Oui,Non,60000,Orange Money,184,112,32,3697,37,0,2,4,Tres satisfait du reseau et du service.,Non
CLI03893,Conakry,Homme,32,566000,16,Prépayé,Non,Non,46000,Orange Money,233,47,5,1146,2,2,1,7,Rien de particulier a signaler.,Oui
CLI03894,Kindia,Femme,36,670000,37,Postpayé,Non,Non,32000,Espèces,160,119,2,1003,29,1,0,0,Tres satisfait du reseau et du service.,Non
CLI03895,N'Zérékoré,Femme,39,962000,48,Prépayé,Non,Non,49000,Carte bancaire,255,0,3,1611,37,1,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI03896,Conakry,Homme,55,1306000,2,Prépayé,Non,Oui,113000,Espèces,233,55,0,2448,2,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI03897,Faranah,Homme,30,651000,7,Postpayé,Non,Non,21000,Orange Money,119,97,5,3210,29,2,0,0,Rien de particulier a signaler.,Non
CLI03898,Conakry,Homme,41,339000,13,Postpayé,Non,Oui,14000,Orange Money,169,140,3,1924,52,2,1,0,Service client reactif et efficace.,Non
CLI03899,Conakry,Homme,31,866000,5,Prépayé,Oui,Non,37000,Carte bancaire,162,52,54,1383,44,2,1,0,Le service client ne repond jamais rapidement.,Oui
CLI03900,Conakry,Homme,33,300000,23,Postpayé,Oui,Non,25000,Orange Money,149,89,61,3405,23,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI03901,Boké,Femme,25,300000,4,Prépayé,Non,Non,12000,Espèces,206,107,1,1656,20,3,0,5,Facturation incorrecte plusieurs fois de suite.,Oui
CLI03902,N'Zérékoré,Femme,29,955000,21,Prépayé,Oui,Non,79000,Espèces,168,115,8,2729,12,4,1,0,Rien de particulier a signaler.,Non
CLI03903,Kankan,Homme,48,977000,1,Postpayé,Non,Non,64000,Orange Money,138,0,1,673,12,1,1,1,Offres interessantes et service fiable.,Non
CLI03904,Kindia,Femme,33,855000,52,Prépayé,Non,Non,38000,Virement bancaire,223,71,0,2525,8,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI03905,N'Zérékoré,Femme,37,957000,2,Prépayé,Non,Non,60000,Orange Money,54,115,1,3381,40,1,0,5,Le service client ne repond jamais rapidement.,Oui
CLI03906,Conakry,Homme,21,617000,25,Prépayé,Non,Oui,53000,Orange Money,289,67,2,4036,35,4,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI03907,Conakry,Femme,40,572000,15,Illimité,Non,Non,39000,Orange Money,189,171,0,1430,0,1,0,7,Rien de particulier a signaler.,Non
CLI03908,Boké,Homme,39,931000,22,Prépayé,Non,Oui,73000,Orange Money,291,132,10,1331,2,0,0,1,Tres satisfait du reseau et du service.,Non
CLI03909,Kindia,Homme,38,537000,6,Illimité,Oui,Oui,28000,Espèces,151,192,33,3060,0,3,0,8,Le service client ne repond jamais rapidement.,Oui
CLI03910,Kankan,Homme,46,640000,13,Prépayé,Non,Oui,38000,Espèces,98,106,5,2765,9,0,0,0,"Utilisation standard, pas de souci majeur.",Oui
CLI03911,Conakry,Femme,34,473000,79,Prépayé,Oui,Oui,30000,Orange Money,246,149,61,4236,5,1,0,2,Tres satisfait du reseau et du service.,Non
CLI03912,Kankan,Femme,28,311000,22,Prépayé,Non,Oui,13000,Orange Money,123,27,1,2786,1,0,3,8,"Utilisation standard, pas de souci majeur.",Oui
CLI03913,Conakry,Homme,39,521000,1,Prépayé,Non,Non,29000,Orange Money,130,83,0,2429,34,4,0,0,Service client reactif et efficace.,Non
CLI03914,Kankan,Homme,39,411000,96,Prépayé,Non,Non,28000,Orange Money,203,82,5,4161,7,0,0,1,Tres satisfait du reseau et du service.,Non
CLI03915,Conakry,Homme,53,875000,28,Prépayé,Non,Oui,65000,Orange Money,284,106,3,2997,3,2,1,4,Content de la couverture reseau dans ma zone.,Non
CLI03916,N'Zérékoré,Homme,30,700000,8,Postpayé,Non,Oui,22000,Orange Money,218,103,6,4607,42,0,0,1,"Utilisation standard, pas de souci majeur.",Non
CLI03917,Kankan,Femme,36,1025000,14,Postpayé,Non,Non,66000,Carte bancaire,208,140,1,3155,30,2,0,0,Rien de particulier a signaler.,Oui
CLI03918,Labé,Femme,49,657000,24,Prépayé,Non,Non,26000,Espèces,108,77,5,1887,21,0,1,0,Service client reactif et efficace.,Non
CLI03919,Kankan,Homme,33,1174000,14,Prépayé,Non,Non,55000,Espèces,167,71,0,4095,30,1,0,5,"Bon rapport qualite prix, je recommande.",Non
CLI03920,Kankan,Homme,59,1198000,38,Prépayé,Oui,Non,48000,Espèces,166,121,25,3752,10,2,0,10,Rien de particulier a signaler.,Oui
CLI03921,Kankan,Femme,58,797000,13,Postpayé,Non,Oui,45000,Virement bancaire,138,19,2,50,85,2,2,0,Rien de particulier a signaler.,Oui
CLI03922,Mamou,Femme,35,462000,7,Illimité,Non,Oui,29000,Orange Money,158,145,4,4052,15,0,0,7,Service correct dans l'ensemble.,Non
CLI03923,N'Zérékoré,Homme,42,663000,15,Postpayé,Oui,Oui,24000,Espèces,98,107,40,3491,9,1,0,0,Service correct dans l'ensemble.,Non
CLI03924,Labé,Femme,45,499000,28,Prépayé,Non,Non,33000,Espèces,214,11,4,2834,2,0,1,0,Offres interessantes et service fiable.,Non
CLI03925,Faranah,Femme,28,610000,18,Prépayé,Non,Non,20000,Espèces,177,84,1,929,20,0,0,10,Service client reactif et efficace.,Non
CLI03926,Boké,Femme,25,812000,7,Prépayé,Non,Oui,42000,Espèces,0,51,1,2211,13,4,0,2,Trop de coupures de reseau ces derniers temps.,Oui
CLI03927,N'Zérékoré,Homme,48,510000,40,Postpayé,Oui,Oui,24000,Orange Money,224,55,62,2347,26,2,0,3,Offres interessantes et service fiable.,Non
CLI03928,Conakry,Homme,45,1079000,1,Prépayé,Non,Non,42000,Orange Money,255,92,0,2374,51,3,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI03929,Faranah,Homme,30,1463000,1,Postpayé,Non,Oui,130000,Carte bancaire,204,59,2,4008,22,1,1,9,Offres interessantes et service fiable.,Non
CLI03930,Conakry,Homme,28,754000,4,Prépayé,Non,Oui,55000,Orange Money,205,131,1,5075,110,1,0,3,Offres interessantes et service fiable.,Non
CLI03931,Mamou,Homme,21,831000,3,Postpayé,Oui,Non,31000,Orange Money,229,106,65,3068,13,2,0,2,Service client reactif et efficace.,Non
CLI03932,Conakry,Homme,19,741000,7,Illimité,Non,Oui,28000,Orange Money,147,68,1,2561,71,2,0,2,Rien de particulier a signaler.,Non
CLI03933,Kindia,Homme,44,521000,8,Prépayé,Non,Non,46000,Orange Money,202,129,0,2665,38,0,0,0,Offres interessantes et service fiable.,Non
CLI03934,Mamou,Femme,38,651000,45,Prépayé,Non,Oui,32000,Orange Money,246,109,0,4787,0,0,1,0,Trop cher par rapport a la qualite recue.,Oui
CLI03935,Kindia,Homme,33,634000,5,Postpayé,Non,Non,52000,Orange Money,181,64,1,2275,10,2,1,1,Service client reactif et efficace.,Non
CLI03936,Mamou,Homme,19,566000,13,Postpayé,Non,Oui,32000,Carte bancaire,219,115,1,2992,5,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI03937,Mamou,Femme,25,955000,22,Prépayé,Non,Non,80000,Orange Money,182,84,2,2464,3,1,1,0,Aucun probleme depuis mon inscription.,Non
CLI03938,Conakry,Femme,36,704000,7,Postpayé,Non,Oui,26000,Orange Money,234,135,4,4171,47,2,3,18,Trop de coupures de reseau ces derniers temps.,Oui
CLI03939,Faranah,Femme,20,1133000,32,Illimité,Oui,Non,58000,Orange Money,176,81,47,3217,31,1,1,0,"Utilisation standard, pas de souci majeur.",Oui
CLI03940,Conakry,Homme,35,1163000,10,Postpayé,Non,Oui,62000,Orange Money,161,145,6,3864,18,1,0,0,Le service client ne repond jamais rapidement.,Oui
CLI03941,Boké,Femme,28,1947000,23,Postpayé,Non,Non,160000,Orange Money,224,68,0,1700,1,1,0,0,Tres satisfait du reseau et du service.,Non
CLI03942,Labé,Homme,18,921000,35,Prépayé,Non,Oui,53000,Orange Money,221,93,2,4608,6,1,0,6,Aucun probleme depuis mon inscription.,Non
CLI03943,Kindia,Homme,40,649000,59,Prépayé,Non,Oui,35000,Espèces,215,134,2,899,42,0,0,0,Tres satisfait du reseau et du service.,Non
CLI03944,Conakry,Homme,26,656000,13,Prépayé,Non,Non,42000,Espèces,100,77,2,50,38,0,1,0,Content de la couverture reseau dans ma zone.,Non
CLI03945,Conakry,Homme,18,1176000,40,Postpayé,Non,Non,97000,Espèces,232,110,12,3855,83,1,0,1,Service client reactif et efficace.,Non
CLI03946,Mamou,Homme,31,716000,67,Prépayé,Non,Oui,30000,Espèces,156,113,2,2884,8,1,0,0,Tres satisfait du reseau et du service.,Non
CLI03947,Faranah,Homme,18,685000,36,Prépayé,Non,Oui,26000,Carte bancaire,151,132,8,3722,11,1,1,8,Content de la couverture reseau dans ma zone.,Non
CLI03948,Conakry,Homme,43,827000,74,Prépayé,Non,Non,47000,Orange Money,232,95,0,1875,4,0,0,0,Rien de particulier a signaler.,Non
CLI03949,Labé,Femme,29,830000,39,Prépayé,Non,Non,74000,Carte bancaire,189,139,3,1494,6,2,1,4,Trop cher par rapport a la qualite recue.,Oui
CLI03950,Conakry,Homme,32,555000,3,Prépayé,Non,Oui,30000,Carte bancaire,131,83,3,2933,68,2,0,0,Aucun probleme depuis mon inscription.,Non
CLI03951,Mamou,Homme,45,943000,37,Illimité,Oui,Oui,64000,Espèces,115,109,1,3103,6,1,0,6,Service correct dans l'ensemble.,Non
CLI03952,Conakry,Homme,18,670000,44,Prépayé,Oui,Non,23000,Orange Money,32,35,32,1222,17,0,0,2,"Bon rapport qualite prix, je recommande.",Non
CLI03953,Kindia,Femme,35,576000,6,Prépayé,Non,Non,31000,Espèces,124,139,1,2769,4,0,0,2,Trop cher par rapport a la qualite recue.,Oui
CLI03954,Mamou,Femme,44,818000,1,Prépayé,Oui,Oui,32000,Espèces,146,35,54,1624,11,1,1,12,Service correct dans l'ensemble.,Oui
CLI03955,Boké,Femme,39,1629000,10,Prépayé,Non,Oui,142000,Orange Money,232,116,1,3043,1,1,0,13,Aucun probleme depuis mon inscription.,Non
CLI03956,Boké,Femme,23,536000,25,Postpayé,Non,Oui,34000,Orange Money,170,50,2,787,44,2,0,11,Facturation incorrecte plusieurs fois de suite.,Oui
CLI03957,Kindia,Homme,38,516000,2,Prépayé,Non,Oui,45000,Espèces,261,50,13,3410,19,1,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI03958,Kankan,Homme,52,810000,90,Prépayé,Non,Oui,66000,Orange Money,132,64,2,1722,2,0,0,5,Content de la couverture reseau dans ma zone.,Non
CLI03959,Kindia,Homme,24,1251000,1,Prépayé,Oui,Non,53000,Espèces,148,43,15,50,12,0,2,0,Trop cher par rapport a la qualite recue.,Oui
CLI03960,Mamou,Femme,28,1126000,36,Illimité,Non,Oui,84000,Espèces,96,149,0,3007,0,0,1,0,Rien de particulier a signaler.,Non
CLI03961,Conakry,Femme,41,1454000,17,Prépayé,Oui,Oui,105000,Orange Money,195,62,59,50,7,0,1,4,Tres satisfait du reseau et du service.,Non
CLI03962,N'Zérékoré,Femme,34,1208000,3,Prépayé,Non,Oui,100000,Orange Money,343,81,7,1564,74,0,0,1,Content de la couverture reseau dans ma zone.,Non
CLI03963,N'Zérékoré,Femme,31,654000,17,Prépayé,Non,Oui,23000,Carte bancaire,93,123,1,2029,6,1,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI03964,Conakry,Femme,53,395000,13,Prépayé,Non,Oui,30000,Orange Money,137,73,6,4005,27,0,0,0,Service client reactif et efficace.,Non
CLI03965,Boké,Homme,26,1221000,96,Postpayé,Non,Oui,100000,Carte bancaire,200,48,5,2067,76,1,1,1,Aucun probleme depuis mon inscription.,Non
CLI03966,Conakry,Homme,43,1941000,2,Prépayé,Non,Oui,104000,Carte bancaire,309,107,0,1872,1,1,1,1,Le forfait ne correspond plus a mes besoins.,Oui
CLI03967,Kindia,Homme,20,540000,7,Prépayé,Non,Oui,29000,Orange Money,151,37,0,3935,44,3,0,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI03968,Kankan,Homme,18,1346000,7,Prépayé,Non,Oui,91000,Orange Money,228,97,0,2833,17,1,1,6,Service client reactif et efficace.,Non
CLI03969,Labé,Homme,33,908000,3,Postpayé,Non,Non,49000,Orange Money,135,154,0,2794,6,0,0,0,Service correct dans l'ensemble.,Non
CLI03970,Conakry,Femme,42,1226000,6,Postpayé,Non,Non,85000,Orange Money,76,160,1,3557,13,0,0,3,Le forfait ne correspond plus a mes besoins.,Oui
CLI03971,N'Zérékoré,Homme,29,445000,3,Prépayé,Non,Non,16000,Orange Money,154,66,0,50,12,1,0,3,Tres satisfait du reseau et du service.,Non
CLI03972,Labé,Femme,52,900000,34,Prépayé,Non,Oui,44000,Orange Money,117,118,0,2631,3,2,1,0,Service correct dans l'ensemble.,Non
CLI03973,Conakry,Homme,34,463000,49,Prépayé,Non,Oui,30000,Carte bancaire,168,109,1,3472,22,0,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI03974,Kindia,Homme,40,300000,25,Illimité,Non,Non,11000,Orange Money,151,82,0,3258,8,0,0,0,Offres interessantes et service fiable.,Non
CLI03975,Conakry,Femme,37,945000,22,Prépayé,Non,Oui,41000,Espèces,168,118,1,3660,8,2,1,1,"Utilisation standard, pas de souci majeur.",Non
CLI03976,Kankan,Femme,22,888000,87,Prépayé,Non,Non,73000,Orange Money,170,52,7,2218,43,1,1,10,Service correct dans l'ensemble.,Non
CLI03977,Kindia,Femme,47,385000,17,Prépayé,Oui,Non,31000,Espèces,197,81,65,2452,22,0,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI03978,Boké,Homme,49,893000,56,Prépayé,Non,Oui,51000,Espèces,20,82,2,2736,26,1,1,2,Service client reactif et efficace.,Non
CLI03979,Kankan,Femme,49,1930000,25,Prépayé,Non,Non,139000,Carte bancaire,136,109,0,2565,42,2,1,5,Trop cher par rapport a la qualite recue.,Oui
CLI03980,Labé,Homme,47,2190000,32,Prépayé,Non,Non,109000,Espèces,127,99,5,1250,7,2,0,4,Tres satisfait du reseau et du service.,Non
CLI03981,Conakry,Femme,48,1032000,10,Postpayé,Oui,Oui,45000,Espèces,206,102,17,852,35,0,0,1,Aucun probleme depuis mon inscription.,Non
CLI03982,Conakry,Homme,44,311000,2,Illimité,Non,Oui,10000,Espèces,198,42,7,540,28,0,0,1,Rien de particulier a signaler.,Non
CLI03983,Conakry,Homme,48,549000,14,Prépayé,Non,Non,37000,Orange Money,224,137,3,3772,2,2,1,0,"Je pense changer d'operateur, trop de pannes.",Oui
CLI03984,Mamou,Homme,38,699000,12,Prépayé,Non,Non,57000,Orange Money,231,100,1,4066,15,2,1,2,Service correct dans l'ensemble.,Non
CLI03985,Labé,Femme,26,339000,11,Postpayé,Non,Non,25000,Espèces,149,69,1,1456,39,1,0,0,Service correct dans l'ensemble.,Non
CLI03986,Kindia,Homme,40,741000,9,Prépayé,Non,Non,33000,Espèces,107,99,0,1330,13,1,2,0,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI03987,Kindia,Homme,45,898000,70,Illimité,Non,Non,74000,Orange Money,129,56,4,1521,25,3,0,7,Aucun probleme depuis mon inscription.,Non
CLI03988,Conakry,Homme,26,470000,27,Prépayé,Non,Oui,15000,Espèces,127,174,11,3683,19,2,0,0,Aucun probleme depuis mon inscription.,Non
CLI03989,Conakry,Femme,34,701000,32,Prépayé,Non,Oui,61000,Carte bancaire,117,46,0,1175,5,0,1,3,Aucun probleme depuis mon inscription.,Non
CLI03990,Mamou,Homme,47,650000,5,Prépayé,Non,Oui,25000,Espèces,237,20,8,1619,20,2,0,0,Tres satisfait du reseau et du service.,Non
CLI03991,Kankan,Femme,30,441000,31,Prépayé,Non,Non,37000,Orange Money,252,56,1,2537,9,1,0,2,Tres satisfait du reseau et du service.,Non
CLI03992,Boké,Homme,62,640000,37,Prépayé,Oui,Non,27000,Carte bancaire,155,116,101,1037,3,0,0,0,Service client reactif et efficace.,Non
CLI03993,Mamou,Femme,41,904000,6,Postpayé,Non,Oui,47000,Orange Money,247,78,3,2496,2,0,2,10,Offres interessantes et service fiable.,Non
CLI03994,Boké,Femme,49,1402000,10,Postpayé,Oui,Oui,70000,Carte bancaire,129,109,30,2311,9,1,2,1,Service client reactif et efficace.,Non
CLI03995,Conakry,Homme,44,1003000,26,Postpayé,Non,Oui,53000,Carte bancaire,75,136,8,2422,11,0,2,0,Service correct dans l'ensemble.,Non
CLI03996,Conakry,Homme,47,300000,13,Illimité,Non,Oui,13000,Orange Money,39,81,1,1169,11,0,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI03997,Kankan,Homme,37,820000,28,Postpayé,Non,Non,36000,Orange Money,221,89,6,2608,33,3,0,0,"Utilisation standard, pas de souci majeur.",Oui
CLI03998,Kankan,Homme,27,628000,5,Postpayé,Non,Oui,31000,Orange Money,171,82,7,2503,22,1,0,6,Service correct dans l'ensemble.,Oui
CLI03999,N'Zérékoré,Femme,20,892000,41,Prépayé,Non,Oui,46000,Orange Money,19,85,8,3692,2,2,1,6,Content de la couverture reseau dans ma zone.,Non
CLI04000,Kindia,Femme,18,1287000,18,Prépayé,Non,Non,84000,Espèces,230,89,3,2939,40,4,3,12,Le service client ne repond jamais rapidement.,Oui
CLI04001,Faranah,Homme,25,1556000,34,Prépayé,Oui,Oui,112000,Orange Money,215,110,44,4777,12,1,0,3,Rien de particulier a signaler.,Non
CLI04002,Faranah,Homme,18,309000,39,Postpayé,Non,Non,27000,Orange Money,80,91,3,2478,41,2,0,1,Tres decu par la qualite du reseau en ce moment.,Oui
CLI04003,Mamou,Homme,31,537000,2,Postpayé,Non,Oui,22000,Carte bancaire,248,86,1,2567,8,0,0,0,Service client reactif et efficace.,Non
CLI04004,Kankan,Homme,23,1683000,5,Postpayé,Non,Non,99000,Virement bancaire,248,70,2,1413,77,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI04005,N'Zérékoré,Homme,27,613000,88,Prépayé,Non,Oui,32000,Orange Money,245,131,2,1564,8,0,0,0,Offres interessantes et service fiable.,Non
CLI04006,Conakry,Femme,25,708000,10,Prépayé,Non,Oui,61000,Orange Money,154,96,2,1532,32,1,0,2,"Bon rapport qualite prix, je recommande.",Non
CLI04007,Faranah,Homme,42,601000,17,Prépayé,Oui,Oui,45000,Espèces,150,5,56,50,26,0,2,8,Service correct dans l'ensemble.,Non
CLI04008,Kindia,Homme,27,724000,3,Prépayé,Non,Oui,48000,Orange Money,145,124,1,2854,16,2,1,0,Offres interessantes et service fiable.,Non
CLI04009,Kankan,Femme,25,639000,1,Postpayé,Non,Oui,45000,Espèces,128,52,2,4270,0,2,1,14,Service correct dans l'ensemble.,Oui
